place_id,category,subcategory,keyword,name,address,phone,hours
32964326,한식,찌개,동대문구 찌개 배달 맛집,행복한연탄구이,서울 동대문구 답십리로 145-1 1층,0507-1427-4863,영업 중 다음 날 01:00에 영업 종료 다음 날 1시 0분에 영업 종료 펼쳐보기
1555337866,한식,찌개,동대문구 찌개 배달 맛집,돈벼락김치삼겹살 장안동본점,서울 동대문구 장한로26길 24 1층,0507-1374-9597,영업 중 다음 날 00:20에 라스트오더 다음 날 0시 20분에 라스트오더 펼쳐보기
1007832020,한식,찌개,은평구 찌개 배달 맛집,"오가 무쇠철판삼겹 불광점육류,고기요리","서울 은평구 통일로 767 401동 1층 101호, 102호",02-356-8954,영업 종료 11:00에 영업 시작 11시 0분에 영업 시작 펼쳐보기
1323396673,한식,찌개,은평구 찌개 배달 맛집,대패상회 역촌점,서울 은평구 역말로 31 1층 대패상회 역촌점,0507-1495-6613,영업 중 다음 날 02:00에 라스트오더 다음 날 2시 0분에 라스트오더 펼쳐보기
1720579332,한식,찌개,은평구 찌개 배달 맛집,"양박부대찌개 &쭈꾸미 역촌본점찌개,전골",서울 은평구 진흥로 121-3 1층,02-6439-0578,오늘 휴무 매주 월요일 휴무 매주 월요일 휴무 펼쳐보기
37069554,한식,찌개,은평구 찌개 배달 맛집,화포식당 연신내점,서울 은평구 연서로29길 20-15 1층,0507-1428-8591,영업 종료 12:00에 영업 시작 12시 0분에 영업 시작 펼쳐보기
13575328,한식,찌개,은평구 찌개 배달 맛집,옛날토담집 은평 응암닭볶음탕,서울 은평구 응암로12길 8 옛날토담집,0507-1312-8530,오늘 휴무 매주 월요일 휴무 매주 월요일 휴무 펼쳐보기
897287085,한식,찌개,은평구 찌개 배달 맛집,정인호 완벽한 족발보쌈& 국밥,서울 은평구 응암로 287-1 1층,0507-1441-4116,24시간 영업 연중무휴 연중무휴 펼쳐보기
1572238033,한식,찌개,서대문구 찌개 배달 맛집,화포식당 가재울뉴타운점,서울 서대문구 거북골로 84 DMC에코자이상가 2동 109-1호,0507-1369-7052,영업 종료 12:00에 영업 시작 12시 0분에 영업 시작 펼쳐보기
1757884838,한식,찌개,서대문구 찌개 배달 맛집,캬센터,서울 서대문구 연희로 180 1층,02-6959-0924,영업 종료 내일 휴무 내일 휴무 펼쳐보기
2010878211,한식,찌개,서대문구 찌개 배달 맛집,뜯갈비 신촌점,서울 서대문구 연세로5다길 46 1층,0507-1365-1847,오늘 휴무 05/11 휴무 05/11 휴무 펼쳐보기
11877646,한식,찌개,서대문구 찌개 배달 맛집,"우미26육류,고기요리",서울 서대문구 통일로 155-1,02-364-2141,영업 종료 기본 10:00에 영업 시작 펼쳐보기
1577208093,한식,찌개,서대문구 찌개 배달 맛집,"백채김치찌개 신촌점찌개,전골",서울 서대문구 연세로12길 18 1층,02-312-9201,영업 종료 11:00에 영업 시작 11시 0분에 영업 시작 펼쳐보기
