place_id,category,subcategory,keyword,name,address,phone,hours
1923789875,일식,초밥,광진구 초밥 배달 맛집,스시오가,서울 광진구 능동로 69 1층 120호,0507-1380-7457,오늘 휴무 매주 월요일 휴무 매주 월요일 휴무 펼쳐보기
93888928,일식,초밥,동대문구 초밥 배달 맛집,차칸스시,서울 동대문구 회기로25길 52 1층,0507-1420-0919,오늘 휴무 매주 월요일 휴무 매주 월요일 휴무 펼쳐보기
1044364328,일식,초밥,동대문구 초밥 배달 맛집,육초연 경희대점,서울 동대문구 회기로13길 24 1층,0507-1336-4444,영업 중 다음 날 02:00에 라스트오더 다음 날 2시 0분에 라스트오더 펼쳐보기
1640933664,일식,초밥,동대문구 초밥 배달 맛집,스시반상,서울 동대문구 왕산로3길 16 1층,0507-1461-7224,영업 종료 11:00에 영업 시작 11시 0분에 영업 시작 펼쳐보기 휴무일 05/24 부처님 오신 날 안내
1257618883,일식,초밥,동대문구 초밥 배달 맛집,스시온기 이문,,,
32532492,일식,초밥,동대문구 초밥 배달 맛집,본참치,,,
1487271646,일식,초밥,은평구 초밥 배달 맛집,김현우스시 응암점,서울 은평구 갈현로1길 19,070-7372-1250,영업 종료 11:00에 영업 시작 11시 0분에 영업 시작 펼쳐보기
1720909117,일식,초밥,은평구 초밥 배달 맛집,신진초밥,서울 은평구 통일로 1030 헤스티아1차 205호,0507-1339-5801,영업 종료 11:30에 영업 시작 11시 30분에 영업 시작 펼쳐보기
1686514665,일식,초밥,은평구 초밥 배달 맛집,가메스시 응암점,서울 은평구 응암로 229 1층,0507-1472-7750,영업 종료 11:00에 영업 시작 11시 0분에 영업 시작 펼쳐보기
1224480888,일식,초밥,은평구 초밥 배달 맛집,호랑이초밥 연신내점,서울 은평구 연서로27길 16 1층,0507-1305-1790,영업 종료 11:30에 영업 시작 11시 30분에 영업 시작 펼쳐보기
1038723131,일식,초밥,은평구 초밥 배달 맛집,초초밥밥,서울 은평구 진흥로 137 1층,0507-1314-5279,"영업 종료 11:30에 영업 시작 11시 30분에 영업 시작 펼쳐보기 휴무일 05/19, 05/29 안내"
