place_id,category,subcategory,keyword,name,address,phone,hours
31729345,한식,백반,용산구 백반 배달 맛집,섬집,서울 용산구 한강대로14길 8 2층 3층 4층 섬집,0507-1412-0368,오늘 휴무 매주 일요일 휴무 매주 일요일 휴무 펼쳐보기
38281352,한식,백반,용산구 백반 배달 맛집,서가네식당기사식당,서울 용산구 효창원로 174 1층 서가네식당,02-719-0077,영업 종료 08:00에 영업 시작 8시 0분에 영업 시작 펼쳐보기
1261788511,한식,백반,용산구 백반 배달 맛집,"항아리백반,가정식",서울 용산구 이촌로 72 1층 항아리수제숯불갈비,02-706-8137,오늘 휴무 매주 일요일 휴무 매주 일요일 휴무 펼쳐보기
1244744849,한식,백반,용산구 백반 배달 맛집,식사준비 삼각지점,서울 용산구 백범로99길 40 용산트리스퀘어 101동 114호,0507-1305-8256,영업 종료 08:00에 영업 시작 8시 0분에 영업 시작 펼쳐보기
1531452736,한식,백반,용산구 백반 배달 맛집,한식만찬 점보도시락 용산점,서울 용산구 한강대로 69 지하1층 112-2호,0507-1447-0002,오늘 휴무 매주 일요일 휴무 매주 일요일 휴무 펼쳐보기
1268725018,한식,백반,성동구 백반 배달 맛집,죽여주는동치미국수 성수직영점,서울 성동구 성덕정17길 11 2층,0507-1399-3044,영업 종료 11:00에 영업 시작 11시 0분에 영업 시작 펼쳐보기
1805905826,한식,백반,성동구 백반 배달 맛집,"만나식당백반,가정식",서울 성동구 왕십리로21길 20,02-2294-6181,오늘 휴무 매주 일요일 휴무 매주 일요일 휴무 펼쳐보기
2054499730,한식,백반,성동구 백반 배달 맛집,1992덮밥&짜글이 뚝섬역점,서울 성동구 성수일로 89 1층 102호,0507-1473-8791,오늘 휴무 매주 일요일 휴무 매주 일요일 휴무 펼쳐보기
1979381744,한식,백반,성동구 백반 배달 맛집,남다른본가닭한마리 성수점닭요리,서울 성동구 연무장7길 12 세대빌딩 2층,02-461-6932,영업 종료 11:30에 영업 시작 11시 30분에 영업 시작 펼쳐보기
1128237298,한식,백반,성동구 백반 배달 맛집,"메밀촌봉평막국수백반,가정식",서울 성동구 독서당로48길 8-1 1층,0507-1370-8996,영업 종료 11:00에 영업 시작 11시 0분에 영업 시작 펼쳐보기
1470461909,한식,백반,노원구 백반 배달 맛집,동적깡통구이 노원직영점,서울 노원구 상계로 92 1층,0507-1498-0840,곧 영업 종료 24:00에 영업 종료 0시 0분에 영업 종료 펼쳐보기
1811237121,한식,백반,노원구 백반 배달 맛집,"털보고된이 노원직영점해물,생선요리",서울 노원구 상계로1길 38-11 우창프라자 102호,02-3391-8292,영업 종료 11:00에 영업 시작 11시 0분에 영업 시작 펼쳐보기
