place_id,category,subcategory,keyword,name,address,phone,hours
1415434463,일식,라멘,뚝섬로 라멘,멘츠루 성수점,서울 성동구 성수이로20길 10 103호,0507-1345-9465,영업 종료 11:00에 영업 시작 11시 0분에 영업 시작 펼쳐보기
1679455694,일식,라멘,뚝섬로 라멘,멘노아지 성수점,서울 성동구 연무장5가길 7 106호,0507-1354-2629,영업 종료 11:00에 영업 시작 11시 0분에 영업 시작 펼쳐보기
38251729,일식,라멘,논현로 라멘,홍대구루메 인천논현점,,0507-1406-5450,영업 종료 11:30에 영업 시작 11시 30분에 영업 시작 펼쳐보기
1958836093,일식,라멘,논현로 라멘,큐슈울트라아멘 인천논현점,,0507-1350-6944,영업 종료 11:00에 영업 시작 11시 0분에 영업 시작 펼쳐보기
1062426516,일식,라멘,논현로 라멘,킨지 인천논현점,,0507-1309-6167,영업 종료 11:00에 영업 시작 11시 0분에 영업 시작 펼쳐보기
1395373040,일식,라멘,논현로 라멘,노미야이자카야,,,영업 중 23:30에 라스트오더 23시 30분에 라스트오더 펼쳐보기
1364851914,일식,라멘,논현로 라멘,이쿠라멘&돈카츠일식당,,032-438-3002,정보 수정 영업시간 수정 제안하기 추가
2089416429,일식,라멘,논현로 라멘,큐슈울트라아멘 인천서창점일본식라면,,032-462-4339,영업 종료 10:00에 영업 시작 10시 0분에 영업 시작 펼쳐보기
1613242699,일식,라멘,대학로 라멘,멘츠루 대학로점,서울 종로구 창경궁로26길 39 1층 멘츠루,0507-1426-2317,영업 종료 11:00에 영업 시작 11시 0분에 영업 시작 펼쳐보기
1000464271,일식,라멘,대학로 라멘,쿄코코 대학로점일식당,서울 종로구 대학로11길 38-23 1층,02-765-7100,영업 종료 11:00에 영업 시작 11시 0분에 영업 시작 펼쳐보기
20322561,일식,라멘,대학로 라멘,멘야산다이메일본식라면,서울 종로구 창경궁로26길 38-2,0507-1371-4129,영업 종료 10:00에 영업 시작 10시 0분에 영업 시작 펼쳐보기
1228101335,일식,라멘,대학로 라멘,칸다소바일본식라면,서울 종로구 대학로 131-1,0507-1364-1662,영업 종료 11:30에 영업 시작 11시 30분에 영업 시작 펼쳐보기
40560125,일식,라멘,대학로 라멘,혼가츠 대학로점돈가스,서울 종로구 대명길 24 지하 1층 혼가츠,02-745-1800,영업 종료 11:00에 영업 시작 11시 0분에 영업 시작 펼쳐보기
1595913531,일식,라멘,종로 라멘,초이라멘,서울 종로구 율곡로 290-2,0507-1406-7666,영업 종료 11:00에 영업 시작 11시 0분에 영업 시작 펼쳐보기
1371715546,일식,라멘,종로 라멘,라멘 보루도 종묘 서순라길 본점,서울 종로구 서순라길 123-8 1층,0507-1327-5974,영업 종료 11:30에 영업 시작 11시 30분에 영업 시작 펼쳐보기
