place_id,category,subcategory,segment,keyword,name,address,route_day,phone,hours
1709502620,한식,찌개,7. 한식 (일반 찌개・탕 전문점),강남구 찌개 배달 맛집,부대찌개대사관 선릉직영점,서울 강남구 선릉로86길 24 지상 1층,1,0507-1363-5980,24시간 영업 연중무휴 연중무휴 펼쳐보기
1454592509,한식,찌개,7. 한식 (일반 찌개・탕 전문점),강남구 찌개 배달 맛집,장독대김치찌개 청담점,"서울 강남구 도산대로94길 33 1층 101호, 103호",1,0507-1472-7764,24시간 영업 펼쳐보기
1711802164,한식,찌개,9. 한식 (기타 전문점：고기 구이・냉면・칼국수 등),강남구 찌개 배달 맛집,냉동고집 삼성점,서울 강남구 삼성로 517 1층 104호,1,0507-1484-5616,영업 중 23:30에 라스트오더 23시 30분에 라스트오더 펼쳐보기 - 주말/공휴일 평일런치메뉴 주문 불가능
1701876820,한식,찌개,9. 한식 (기타 전문점：고기 구이・냉면・칼국수 등),강남구 찌개 배달 맛집,마찌삼 선릉본점,서울 강남구 언주로98길 16 지하1층,1,0507-1328-0602,영업 종료 16:00에 영업 시작 16시 0분에 영업 시작 펼쳐보기
1034438046,한식,찌개,9. 한식 (기타 전문점：고기 구이・냉면・칼국수 등),강남구 찌개 배달 맛집,경복 냉삼 선정릉역본점,서울 강남구 언주로108길 12 1층 102호,1,0507-1395-2441,"영업 중 다음 날 01:30에 영업 종료 다음 날 1시 30분에 영업 종료 펼쳐보기 - 회식, 단체, 모임, 행사, 대관 문의 환영합니다"
1445506871,한식,찌개,9. 한식 (기타 전문점：고기 구이・냉면・칼국수 등),강남구 찌개 배달 맛집,"남산터 청담본점찌개,전골",서울 강남구 선릉로152길 10 1층,1,0507-1390-1982,24시간 영업 연중무휴 연중무휴 펼쳐보기
1764301907,한식,찌개,7. 한식 (일반 찌개・탕 전문점),서초구 찌개 배달 맛집,부대찌개대사관 교대점,서울 서초구 반포대로28길 94 1층 103호 부대찌개대사관,1,02-588-1910,영업 중 24:00에 영업 종료 0시 0분에 영업 종료 펼쳐보기
1030684001,한식,찌개,9. 한식 (기타 전문점：고기 구이・냉면・칼국수 등),서초구 찌개 배달 맛집,진구곱창 강남역본점,서울 서초구 서초대로75길 37 1층 진구곱창,1,0507-1390-3309,영업 중 다음 날 03:00에 영업 종료 다음 날 3시 0분에 영업 종료 펼쳐보기
18364648,한식,찌개,9. 한식 (기타 전문점：고기 구이・냉면・칼국수 등),서초구 찌개 배달 맛집,탐라도야지 교대역본점,서울 서초구 서초대로50길 82 정원빌딩,1,0507-1399-3337,24시간 영업 연중무휴 연중무휴 펼쳐보기
37085684,한식,찌개,9. 한식 (기타 전문점：고기 구이・냉면・칼국수 등),서초구 찌개 배달 맛집,더막창스 강남본점,서울 서초구 서초대로77길 37 서초동월드 106호,1,0507-1459-8593,영업 중 다음 날 04:55에 라스트오더 다음 날 4시 55분에 라스트오더 펼쳐보기 - 😄예약시 연장영업 가능합니다😄
1266244152,한식,찌개,9. 한식 (기타 전문점：고기 구이・냉면・칼국수 등),서초구 찌개 배달 맛집,남산터 신논현점,서울 서초구 사평대로56길 8 1층 나호,1,02-533-1982,24시간 영업 연중무휴 연중무휴 펼쳐보기
11819292,한식,찌개,7. 한식 (일반 찌개・탕 전문점),서초구 찌개 배달 맛집,"장꼬방묵은김치찌개전문찌개,전골",서울 서초구 효령로 364 장꼬방,1,02-522-0035,영업 종료 10:00에 영업 시작 10시 0분에 영업 시작 펼쳐보기
2062009442,한식,찌개,9. 한식 (기타 전문점：고기 구이・냉면・칼국수 등),송파구 찌개 배달 맛집,"석촌한돈가든육류,고기요리",서울 송파구 백제고분로 267,1,0507-1336-3409,영업 중 23:00에 라스트오더 23시 0분에 라스트오더 펼쳐보기 - -
1862524823,한식,찌개,9. 한식 (기타 전문점：고기 구이・냉면・칼국수 등),송파구 찌개 배달 맛집,봉열소곱창 문정본점,서울 송파구 송파대로 111 202c동 148호 봉열소곱창,1,0507-1352-5106,영업 중 23:40에 라스트오더 23시 40분에 라스트오더 펼쳐보기
124002163,한식,찌개,7. 한식 (일반 찌개・탕 전문점),송파구 찌개 배달 맛집,푼양이 부대찌개&김치찌개 가락본점,서울 송파구 송파대로30길 41-5 1층 푼양이 부대&김치찌개,1,0507-1474-1307,영업 종료 10:00에 영업 시작 10시 0분에 영업 시작 펼쳐보기
35021883,한식,찌개,9. 한식 (기타 전문점：고기 구이・냉면・칼국수 등),송파구 찌개 배달 맛집,담은갈비 송파잠실점,서울 송파구 삼전로 93 태정빌딩,1,0507-1304-8053,영업 종료 11:30에 영업 시작 11시 30분에 영업 시작 펼쳐보기 - 브레이크타임 없이 언제나 열려있는 잠실 갈비 맛집
1261272919,한식,찌개,9. 한식 (기타 전문점：고기 구이・냉면・칼국수 등),송파구 찌개 배달 맛집,대장장어 본점,서울 송파구 위례성대로 134 2층,1,0507-1332-0371,영업 종료 11:30에 영업 시작 11시 30분에 영업 시작 펼쳐보기 - 보다 완벽한 서비스를 위해 예약을 추천 드립니다.
1463400620,한식,찌개,9. 한식 (기타 전문점：고기 구이・냉면・칼국수 등),송파구 찌개 배달 맛집,화담,서울 송파구 올림픽로8길 12 화담,1,02-2202-8003,영업 중 23:30에 라스트오더 23시 30분에 라스트오더 펼쳐보기
1291221505,한식,찌개,9. 한식 (기타 전문점：고기 구이・냉면・칼국수 등),강동구 찌개 배달 맛집,강동냉장소곱창뼈구이,서울 강동구 양재대로85길 27 1층,8,0507-1404-9229,영업 중 다음 날 00:00에 라스트오더 다음 날 0시 0분에 라스트오더 펼쳐보기 - 라스트 오더 24:00
1411760761,한식,찌개,7. 한식 (일반 찌개・탕 전문점),강동구 찌개 배달 맛집,마시쏘부대찌개 길동점,서울 강동구 진황도로47길 73 1층,8,0507-1412-5999,영업 종료 11:00에 영업 시작 11시 0분에 영업 시작 펼쳐보기
2054806838,한식,찌개,9. 한식 (기타 전문점：고기 구이・냉면・칼국수 등),강동구 찌개 배달 맛집,박만배아리랑보쌈 천호점,서울 강동구 진황도로 7-1 1층,8,0507-1472-9306,영업 종료 11:00에 영업 시작 11시 0분에 영업 시작 펼쳐보기 - 주말과 공휴일은 브레이크타임이 없습니다.
1518134650,한식,찌개,9. 한식 (기타 전문점：고기 구이・냉면・칼국수 등),강동구 찌개 배달 맛집,석가,서울 강동구 진황도로 4-19 1층,8,0507-1403-0696,"영업 종료 내일 휴무 내일 휴무 펼쳐보기 - 마지막 주문 - 점심 14:20, 저녁 21:00"
33989456,한식,찌개,9. 한식 (기타 전문점：고기 구이・냉면・칼국수 등),강동구 찌개 배달 맛집,예월수족발명가 본점 예가족발,서울 강동구 양재대로 1424 1층,8,507-1419-7757,"영업 중 22:20에 라스트오더 22시 20분에 라스트오더 펼쳐보기 전화번호 0507-1419-7757 안내 복사 홈페이지 https://www.instagram.com/yega_jokbal_official 예약 TV방송정보 생방송투데이 1286회, 14.09.16. "
1085970860,한식,찌개,9. 한식 (기타 전문점：고기 구이・냉면・칼국수 등),강동구 찌개 배달 맛집,"장수촌풍천장어장어,먹장어요리",서울 강동구 올림픽로 812 1층,8,507-1429-8905,"영업 중 21:00에 라스트오더 21시 0분에 라스트오더 펼쳐보기 전화번호 0507-1429-8905 안내 복사 편의 단체 이용 가능, 포장, 예약, 무선 인터넷, 배달, 유아의자, 남/녀 화장실 구분, 주차 정보 더보기 AI 브리핑 실험 단계로 정확하지 않을 수 있어"
2075949127,한식,찌개,9. 한식 (기타 전문점：고기 구이・냉면・칼국수 등),영등포구 찌개 배달 맛집,남산터 여의도점,서울 영등포구 여의대방로67길 18 스타빌딩 지하1층 102호,4,507-1443-2636,"영업 중 20:30에 영업 종료 20시 30분에 영업 종료 펼쳐보기 전화번호 0507-1443-2636 안내 복사 홈페이지 https://www.instagram.com/namsanteo__yeouido 블로그 편의 단체 이용 가능, 포장, 배달, 반려동물 동반, 남/"
19002496,한식,찌개,9. 한식 (기타 전문점：고기 구이・냉면・칼국수 등),영등포구 찌개 배달 맛집,연탄불 영등포구청본점,서울 영등포구 양산로17길 17 연탄불,4,507-1412-8892,"오늘 휴무 매주 일요일 휴무 매주 일요일 휴무 펼쳐보기 전화번호 0507-1412-8892 안내 복사 홈페이지 https://app.catchtable.co.kr/ct/shop/yeontanbul 블로그인스타그램 TV방송정보 식신로드2 11회, 16.05.26. 201"
1601616053,한식,찌개,9. 한식 (기타 전문점：고기 구이・냉면・칼국수 등),영등포구 찌개 배달 맛집,88냉삼 영등포구청직영점,서울 영등포구 당산로32길 1-6 88냉삼 영등포구청직영점,4,507-1402-1614,"영업 중 22:00에 영업 종료 22시 0분에 영업 종료 펼쳐보기 휴무일 05/24 부처님 오신 날, 05/25 대체공휴일(부처님오신날) 안내 전화번호 0507-1402-1614 안내 복사 홈페이지 https://www.instagram.com/88naengsam_se"
1184892160,한식,찌개,9. 한식 (기타 전문점：고기 구이・냉면・칼국수 등),영등포구 찌개 배달 맛집,나무가든 동여의도점,서울 영등포구 여의대방로65길 24 2층,4,507-1475-8978,"영업 중 22:00에 라스트오더 22시 0분에 라스트오더 펼쳐보기 전화번호 0507-1475-8978 안내 복사 홈페이지 https://dailyshot.co/m/item/5033?item=173078&seller=38867 예약홈페이지 편의 단체 이용 가능, 예약, "
1102353847,한식,찌개,9. 한식 (기타 전문점：고기 구이・냉면・칼국수 등),영등포구 찌개 배달 맛집,금돈할망 문래본점,서울 영등포구 도림로129길 6-1 1층 금돈할망,4,507-1376-9418,영업 중 24:00에 영업 종료 0시 0분에 영업 종료 펼쳐보기 전화번호 0507-1376-9418 안내 복사 홈페이지 https://www.instagram.com/gd_halmang/profilecard/?igsh=MTlkcnhmd25zdGR5ag== 홈페이지 편의
1128664114,한식,찌개,9. 한식 (기타 전문점：고기 구이・냉면・칼국수 등),영등포구 찌개 배달 맛집,브라더매운갈비찜 여의도직영점,서울 영등포구 여의대방로69길 7 2층 204호,4,507-1454-1442,"영업 중 21:00에 라스트오더 21시 0분에 라스트오더 펼쳐보기 전화번호 0507-1454-1442 안내 복사 홈페이지 https://www.instagram.com/brother_spicy_galbi_zzim/ 편의 단체 이용 가능, 포장, 배달, 예약, 무선 인터"
1758292957,한식,찌개,9. 한식 (기타 전문점：고기 구이・냉면・칼국수 등),마포구 찌개 배달 맛집,"부대옥 홍대점찌개,전골",서울 마포구 어울마당로 56 201호,3,507-1340-9220,"영업 중 다음 날 00:30에 라스트오더 다음 날 0시 30분에 라스트오더 펼쳐보기 전화번호 0507-1340-9220 안내 복사 편의 단체 이용 가능, 포장, 배달, 예약, 무선 인터넷, 방문접수/출장, 간편결제 정보 더보기 AI 브리핑 실험 단계로 정확하지 않을 수"
1574927616,한식,찌개,9. 한식 (기타 전문점：고기 구이・냉면・칼국수 등),마포구 찌개 배달 맛집,짚불돈 합정,서울 마포구 양화로6길 76 1층,3,507-1361-4531,"영업 중 24:00에 영업 종료 0시 0분에 영업 종료 펼쳐보기 전화번호 0507-1361-4531 안내 복사 홈페이지 https://www.instagram.com/zipbuldon 홈페이지예약 편의 단체 이용 가능, 무선 인터넷, 남/녀 화장실 구분, 대기공간, 예"
1891359961,한식,찌개,9. 한식 (기타 전문점：고기 구이・냉면・칼국수 등),마포구 찌개 배달 맛집,"일만보쌈족발,보쌈",서울 마포구 동교로 104 1층,3,070-4243-2025,"영업 중 21:00에 라스트오더 21시 0분에 라스트오더 펼쳐보기 전화번호 070-4243-2025복사 홈페이지 https://www.instagram.com/ilmanbossam_official 편의 포장, 단체 이용 가능, 무선 인터넷, 배달, 예약, 주차 정보 더"
1505830089,한식,찌개,9. 한식 (기타 전문점：고기 구이・냉면・칼국수 등),마포구 찌개 배달 맛집,"저집 망원점찌개,전골",서울 마포구 월드컵로19길 12 1층 101호,3,507-1383-6964,"영업 중 20:30에 라스트오더 20시 30분에 라스트오더 펼쳐보기 전화번호 0507-1383-6964 안내 복사 편의 포장, 배달 정보 더보기 AI 브리핑 실험 단계로 정확하지 않을 수 있어요. 안내 다양한 리뷰를 종합해 주요 특징을 요약해 드립니다. 저집 망원점은 "
36097863,한식,찌개,9. 한식 (기타 전문점：고기 구이・냉면・칼국수 등),마포구 찌개 배달 맛집,제주삼다돈,서울 마포구 양화로11길 66,3,507-1472-2140,"영업 중 22:00에 영업 종료 22시 0분에 영업 종료 펼쳐보기 전화번호 0507-1472-2140 안내 복사 홈페이지 https://blog.naver.com/jeju3dadon 인스타그램홈페이지 편의 단체 이용 가능, 포장, 배달, 예약, 무선 인터넷, 유아의자,"
1680291472,한식,찌개,9. 한식 (기타 전문점：고기 구이・냉면・칼국수 등),마포구 찌개 배달 맛집,두껍삼 마포직영점,서울 마포구 독막로 331,3,02-588-3092,"영업 중 20:30에 라스트오더 20시 30분에 라스트오더 펼쳐보기 전화번호 02-588-3092복사 홈페이지 http://www.dookupsam.com 페이스북인스타그램 편의 예약, 단체 이용 가능, 포장, 무선 인터넷, 남/녀 화장실 구분, 배달, 대기공간, 유아"
1702970872,한식,찌개,7. 한식 (일반 찌개・탕 전문점),강서구 찌개 배달 맛집,송탄진대광부대찌개,서울 강서구 공항대로 227 1층 115호,2,507-1406-5710,"영업 중 20:30에 라스트오더 20시 30분에 라스트오더 펼쳐보기 전화번호 0507-1406-5710 안내 복사 홈페이지 https://www.instagram.com/jindaekwangmagok 편의 단체 이용 가능, 포장, 배달, 무선 인터넷, 남/녀 화장실 구"
1027042694,한식,찌개,7. 한식 (일반 찌개・탕 전문점),강서구 찌개 배달 맛집,부대찌개대사관 마곡직영점,서울 강서구 마곡중앙6로 11 1층 124,2,507-1415-5980,"영업 중 21:30에 라스트오더 21시 30분에 라스트오더 펼쳐보기 전화번호 0507-1415-5980 안내 복사 홈페이지 https://부대찌개대사관.kr/ 인스타그램블로그 편의 단체 이용 가능, 포장, 배달, 예약, 무선 인터넷, 남/녀 화장실 구분, 유아의자, 대"
1856568829,한식,찌개,9. 한식 (기타 전문점：고기 구이・냉면・칼국수 등),강서구 찌개 배달 맛집,광선집 까치산역 본점,서울 강서구 곰달래로 149 소망빌딩 1층,2,507-1461-0608,영업 중 24:00에 영업 종료 0시 0분에 영업 종료 펼쳐보기 전화번호 0507-1461-0608 안내 복사 홈페이지 https://app.catchtable.co.kr/ct/shop/gwangseonj_B.J 홈페이지인스타그램블로그 TV방송정보 생방송투데이 2980
