place_id,category,subcategory,keyword,name,address,phone,hours
1010064951,한식,찌개,종로구 찌개 배달 맛집,준호네부대찌개 성대점,서울 종로구 성균관로5길 9 준호네부대찌개,02-743-9997,영업 종료 11:00에 영업 시작 11시 0분에 영업 시작 펼쳐보기
13156433,한식,찌개,종로구 찌개 배달 맛집,효자왕족발,,,
11569656,한식,찌개,종로구 찌개 배달 맛집,삼청동 온마을 두부두부요리,서울 종로구 삼청로 127 온마을,02-738-4231,영업 종료 11:00에 영업 시작 11시 0분에 영업 시작 펼쳐보기
37441429,한식,찌개,종로구 찌개 배달 맛집,여진곱,서울 종로구 삼일대로 430 1층 (주)여진곱,02-762-5157,영업 종료 11:00에 영업 시작 11시 0분에 영업 시작 펼쳐보기
1478961865,한식,찌개,중구 찌개 배달 맛집,"초나정갈비 대흥점육류,고기요리",,,
16056546,한식,찌개,중구 찌개 배달 맛집,의정부아우네부대찌개,,,
37927805,한식,찌개,중구 찌개 배달 맛집,나무오향족발,,0507-1405-1044,영업 중 23:10에 라스트오더 23시 10분에 라스트오더 펼쳐보기
1223532835,한식,찌개,중구 찌개 배달 맛집,다원석갈비 중촌직영점,,0507-1425-9319,오늘 휴무 매주 월요일 휴무 매주 월요일 휴무 펼쳐보기
1616874852,한식,찌개,중구 찌개 배달 맛집,아찌부대찌개 태평점,,0507-1374-9777,영업 종료 10:30에 영업 시작 10시 30분에 영업 시작 펼쳐보기
1925456953,한식,찌개,중구 찌개 배달 맛집,화로본갈비 오류본점돼지고기구이,,0507-1328-8606,영업 종료 11:20에 영업 시작 11시 20분에 영업 시작 펼쳐보기
36132502,한식,찌개,용산구 찌개 배달 맛집,열정도고깃집,서울 용산구 백범로87길 55 열정도고깃집,0507-1409-6331,영업 종료 16:00에 영업 시작 16시 0분에 영업 시작 펼쳐보기
36285579,한식,찌개,용산구 찌개 배달 맛집,쪽갈비제작소,,,
1150147993,한식,찌개,용산구 찌개 배달 맛집,스탠다드원다이너,,,
1957311580,한식,찌개,용산구 찌개 배달 맛집,솔직한우 용산점,서울 용산구 한강대로17길 15 솔직한우 용산점,0507-1337-2517,영업 종료 11:00에 영업 시작 11시 0분에 영업 시작 펼쳐보기
1627069301,한식,찌개,용산구 찌개 배달 맛집,우다움 신용산점,서울 용산구 한강대로40길 26 1층 우다움 82,0507-1497-1992,영업 종료 11:30에 영업 시작 11시 30분에 영업 시작 펼쳐보기
518032883,한식,찌개,용산구 찌개 배달 맛집,돈쌈지장작숯불구이 용산점,서울 용산구 원효로41길 53 1층,02-701-9293,영업 중 23:20에 라스트오더 23시 20분에 라스트오더 펼쳐보기
2082064418,한식,찌개,성동구 찌개 배달 맛집,송탄진대광부대찌개 성수점,서울 성동구 아차산로 97 201호,0507-1495-5159,영업 종료 11:00에 영업 시작 11시 0분에 영업 시작 펼쳐보기
1261287840,한식,찌개,성동구 찌개 배달 맛집,냉삼부대 왕십리본점,서울 성동구 무학로 10 1층 냉삼부대,0507-1385-1197,영업 종료 11:00에 영업 시작 11시 0분에 영업 시작 펼쳐보기
1619315954,한식,찌개,성동구 찌개 배달 맛집,마시쏘부대찌개 상왕십리점,서울 성동구 왕십리로 410 센트라스 J동 128호,0507-1384-8037,영업 종료 11:00에 영업 시작 11시 0분에 영업 시작 펼쳐보기
1377369014,한식,찌개,성동구 찌개 배달 맛집,열기,서울 성동구 광나루로 302 1층 열기,0507-1383-9294,영업 종료 11:00에 영업 시작 11시 0분에 영업 시작 펼쳐보기
1292535938,한식,찌개,성동구 찌개 배달 맛집,숯골,서울 성동구 왕십리로5길 19 1층,02-466-1540,영업 종료 11:30에 영업 시작 11시 30분에 영업 시작 펼쳐보기
