place_id,category,subcategory,keyword,name,address,phone,hours
1253576459,한식,비빔밥,송파구 비빔밥 배달 맛집,나물비빔밥&북엇국,서울 송파구 삼전로7길 11 101호,0507-1478-4324,영업 종료 08:00에 영업 시작 8시 0분에 영업 시작 펼쳐보기
1346178917,한식,비빔밥,송파구 비빔밥 배달 맛집,대포집 가락본점,서울 송파구 양재대로62길 48,0507-1498-3372,영업 종료 11:00에 영업 시작 11시 0분에 영업 시작 펼쳐보기
1571931790,한식,비빔밥,송파구 비빔밥 배달 맛집,미아리우동집 문정점종합분식,서울 송파구 송파대로 111 파크하비오 109동 110호,02-409-8882,영업 종료 09:00에 영업 시작 9시 0분에 영업 시작 펼쳐보기
2033725326,한식,비빔밥,송파구 비빔밥 배달 맛집,선주가 방이먹자골목점,서울 송파구 올림픽로32길 22 2층 201호,0507-1449-3997,영업 중 다음 날 02:00에 라스트오더 다음 날 2시 0분에 라스트오더 펼쳐보기
1174650270,한식,비빔밥,송파구 비빔밥 배달 맛집,장옥정한식,"서울 송파구 석촌호수로 174 1층, 2층, 3층",0507-1304-3989,영업 종료 11:00에 영업 시작 11시 0분에 영업 시작 펼쳐보기
1043038008,한식,비빔밥,강동구 비빔밥 배달 맛집,"석촌칼국수보리밥 길동점칼국수,만두",서울 강동구 진황도로 110 1층 101호,0507-1329-8042,영업 종료 10:00에 영업 시작 10시 0분에 영업 시작 펼쳐보기
2029171862,한식,비빔밥,강동구 비빔밥 배달 맛집,고향 엄마손 생바지락 칼국수 강동점,서울 강동구 진황도로 99 109호,0507-1431-6695,영업 종료 11:00에 영업 시작 11시 0분에 영업 시작 펼쳐보기
1102788727,한식,비빔밥,강동구 비빔밥 배달 맛집,너비집한식,서울 강동구 구천면로 436 1층 104호-105호,0507-1346-4084,오늘 휴무 매주 월요일 휴무 매주 월요일 휴무 펼쳐보기
2020655616,한식,비빔밥,강동구 비빔밥 배달 맛집,맷돌집한식,서울 강동구 성안로3길 91 1층,0507-1394-6997,영업 종료 11:00에 영업 시작 11시 0분에 영업 시작 펼쳐보기
1833158511,한식,비빔밥,영등포구 비빔밥 배달 맛집,함평집 여의도점한식,,,
1284986044,한식,비빔밥,영등포구 비빔밥 배달 맛집,"고향 엄마손 생바지락 칼국수 영등포점칼국수,만두",,,
1118909423,한식,비빔밥,영등포구 비빔밥 배달 맛집,단골손님 영등포점,,,
1416332473,한식,비빔밥,영등포구 비빔밥 배달 맛집,"밀밭칼국수칼국수,만두",,,
13157346,한식,비빔밥,영등포구 비빔밥 배달 맛집,라메흐꺄도한식,,,
11869750,한식,비빔밥,영등포구 비빔밥 배달 맛집,새싹비빔밥전문점비빔밥,서울 영등포구 국회대로72길 17 KCC파크타운,02-784-7002,영업 종료 11:00에 영업 시작 11시 0분에 영업 시작 펼쳐보기 휴무일 05/24 부처님 오신 날 안내
1333686279,한식,비빔밥,마포구 비빔밥 배달 맛집,고향 엄마손 생바지락 칼국수 마포공덕점,,,
1649311728,한식,비빔밥,마포구 비빔밥 배달 맛집,한상,,,
1829693931,한식,비빔밥,마포구 비빔밥 배달 맛집,온복국수 본점종합분식,,,
2061040275,한식,비빔밥,마포구 비빔밥 배달 맛집,새참당 상암DMC본점한식,,,
1446545627,한식,비빔밥,강서구 비빔밥 배달 맛집,달인대보칼국수 본점,서울 강서구 마곡중앙5로 6 보타닉푸르지오시티 서관 211호,02-3663-9571,영업 종료 11:00에 영업 시작 11시 0분에 영업 시작 펼쳐보기
1280175537,한식,비빔밥,강서구 비빔밥 배달 맛집,할머니가차려주는밥상 마곡발산점,서울 강서구 공항대로 290 204호 할머니가 차려주는 밥상,0507-1352-6649,영업 종료 11:00에 영업 시작 11시 0분에 영업 시작 펼쳐보기
1928810930,한식,비빔밥,강서구 비빔밥 배달 맛집,함평해장 마곡 발산역본점,서울 강서구 마곡동로 55 1층 103호,0507-1365-7602,영업 종료 10:00에 영업 시작 10시 0분에 영업 시작 펼쳐보기
1401274289,한식,비빔밥,강서구 비빔밥 배달 맛집,"달인대보칼국수 NC백화점 강서점칼국수,만두",서울 강서구 강서로56길 17 B1층,02-2667-9884,영업 종료 11:00에 영업 시작 11시 0분에 영업 시작 펼쳐보기
1203329288,한식,비빔밥,강서구 비빔밥 배달 맛집,오복수산나루 케이스퀘어 마곡점,서울 강서구 마곡중앙로 105-7 케이스퀘어마곡 타워 지하2층 B208호 1동 지하2층,0507-1399-8570,영업 종료 11:30에 영업 시작 11시 30분에 영업 시작 펼쳐보기
2011455495,한식,비빔밥,강서구 비빔밥 배달 맛집,양은이네 발산역점,서울 강서구 강서로 360 1층 110~112호,0507-1402-9013,영업 종료 11:00에 영업 시작 11시 0분에 영업 시작 펼쳐보기
1210316810,한식,비빔밥,양천구 비빔밥 배달 맛집,부빔,서울 양천구 오목로50길 23 문창오피스텔 104호 부빔,0507-1339-6829,영업 종료 11:00에 영업 시작 11시 0분에 영업 시작 펼쳐보기
1776208918,한식,비빔밥,양천구 비빔밥 배달 맛집,고향 엄마손 생바지락 칼국수 서울목동점,서울 양천구 은행정로4길 25 1층 105호 엄마손칼국수,0507-1329-8276,영업 종료 09:00에 영업 시작 9시 0분에 영업 시작 펼쳐보기
1114324209,한식,비빔밥,양천구 비빔밥 배달 맛집,황태보감&왕코다리한식,서울 양천구 신월로 354 세원빌딩1층,02-2061-2062,영업 종료 11:00에 영업 시작 11시 0분에 영업 시작 펼쳐보기
1155073556,한식,비빔밥,양천구 비빔밥 배달 맛집,달오리주물럭,서울 양천구 목동중앙서로1길 11 1층,0507-1306-6638,변경 안내🕛 2026.04.17. 더보기 주소 서울 양천구 목동중앙서로1길 11 1층 5목동역 3번 출구에서 782m 미터 찾아가는길 목동사거리 엉털네숯불꼼장어 본점 뒤 건물 1층 영업시간 영업 종료 16:00에 영업 시작 16시 0분에 영업 시작 펼쳐보기
1083134695,한식,비빔밥,양천구 비빔밥 배달 맛집,우곳간 목동본점,서울 양천구 목동로15길 8 상가 3호,0507-1376-3117,영업 중 다음 날 01:00에 영업 종료 다음 날 1시 0분에 영업 종료 펼쳐보기
1407456940,한식,비빔밥,종로구 비빔밥 배달 맛집,꽃밥에피다 북촌 친환경 그로서란트,서울 종로구 북촌로 39 1층,02-766-6272,영업 종료 레스토랑 11:30에 영업 시작 펼쳐보기
2000807877,한식,비빔밥,종로구 비빔밥 배달 맛집,우슴 광화문 직영점,서울 종로구 세종대로23길 54 세종빌딩 1층 우슴,0507-1482-0702,영업 종료 10:00에 영업 시작 10시 0분에 영업 시작 펼쳐보기
1565418609,한식,비빔밥,종로구 비빔밥 배달 맛집,강문순두부 종각본점,서울 종로구 종로5길 7 타워8 1층 102-1호,0507-1365-7490,영업 종료 10:00에 영업 시작 10시 0분에 영업 시작 펼쳐보기
1791259060,한식,비빔밥,종로구 비빔밥 배달 맛집,오이지 대학로한식,서울 종로구 대학로9길 33,0507-1355-9977,영업 종료 11:30에 영업 시작 11시 30분에 영업 시작 펼쳐보기
1172369858,한식,비빔밥,중구 비빔밥 배달 맛집,또먹소&조선명가,,042-535-6166,영업 종료 07:00에 영업 시작 7시 0분에 영업 시작 펼쳐보기
1945703235,한식,비빔밥,중구 비빔밥 배달 맛집,교반 오류점,,042-712-5053,영업 종료 11:00에 영업 시작 11시 0분에 영업 시작 펼쳐보기
1794430167,한식,비빔밥,중구 비빔밥 배달 맛집,돈까스상점돈가스,,042-528-0037,영업 종료 11:00에 영업 시작 11시 0분에 영업 시작 펼쳐보기
16071315,한식,비빔밥,중구 비빔밥 배달 맛집,김밥천국,,042-222-6151,영업 종료 07:00에 영업 시작 7시 0분에 영업 시작 펼쳐보기
1697426871,한식,비빔밥,용산구 비빔밥 배달 맛집,백년손님,서울 용산구 독서당로 23 1층,02-797-8508,영업 종료 09:30에 영업 시작 9시 30분에 영업 시작 펼쳐보기
